id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB302_PassiveFree	GB422_ComplThinkKnowPost	GB285_QPartVMorph	GB030_PRO3PGender	GB129_FewVerbs	GB306_PROReciproc	GB320_PaucalFree	GB327_RELPost	GB025_DEMOrder_3	GB053_GenderAnimacy	GB086_AspectBoundV	GB058_POSSClassifier	GB321_GenderUnpredict	GB297_QVNotV	GB521_TenseAuxPart	GB039_NounNUMAllomorph	GB121_AUXTense	GB135_SUBClauseInOPosition	GB314_AUGgender	GB116_VClassifiers	GB065_POSSPosdPosrOrder_1	GB313_PROPoss	GB028_Clusivity	GB038_DEMClassifier	GB117_CopulaPredNom	GB131_TransVInitOrder	GB134_MainSubSameOrder	GB046_AssocPlural	GB020_ARTDef	GB263_QPartFinal	GB262_QPartInitial	GB082_PresentBoundV	GB118_SerialV	GB022_ARTPre	GB172_ARTGender	GB072_ObliqueCaseNoun	GB024_NUMOrder_3	GB150_ClauseChain	GB193_OrderADJ_3	GB296_Ideophones	GB073_ObliqueCasePRO	GB091_A-ArgSfxV	GB098_CaseSplitPerson	GB126_ExistentialV	GB171_DEMGender	GB165_TrialBound	GB193_OrderADJ_0	GB120_AspectAUX	GB197_PRO1PMascFem	GB270_COMPARConjoin	GB421_ComplThinkKnowPre	GB114_ReflBoundV	GB065_POSSPosdPosrOrder_2	GB286_QVMorph	GB094_P-ArgPfxV	GB079_VPrefixing	GB300_VSupplGive	GB203_QUANTOrder_2	GB333_NUMDecimal	GB160_RedupOther	GB107_NEGBoundV	GB265_COMPARExceed	GB193_OrderADJ_2	GB093_P-ArgSfxV	GB329_RELInternalHead	GB319_TrialFree	GB124_NounIncorpIntrans	GB275_COMPDegreeBound	GB334_NUMQuinary	GB059_POSSAlienability	GB156_CAUSSay	GB276_COMPDegreeFree	GB122_VCompounding	GB084_FutureBoundV	GB316_SingularFree	GB400_PersonNeutralized	GB083_PastBoundV	GB198_NUMGender	GB130_OrderSVIntrans_3	GB096_CaseSplitVerbClass	GB158_RedupV	GB196_PRO2PMascFem	GB052_GenderShape	GB108_DirLocBoundV	GB401_PatientLabile	GB430_POSSPfxPosr	GB204_QUANTUniversal	GB113_TransitivizingBound	GB335_NUMVigesimal	GB167_PROLogophore	GB048_NMZAgent	GB155_CAUSBound	GB273_COMPAROtherMarker	GB021_ARTIndef	GB325_QCountMass	GB193_OrderADJ_1	GB309_MultiplePastFuture	GB159_RedupNoun	GB147_PassiveBoundV	GB026_ADJDiscont	GB148_AntipassiveBoundV	GB257_QIntonation	GB336_NUMBodyTally	GB043_DualBound	GB024_NUMOrder_2	GB130_OrderSVIntrans_1	GB104_AppInstrBoundV	GB152_SimulSeqBound	GB298_NEGAux	GB203_QUANTOrder_0	GB330_RELCorr	GB037_DEMVisNonvis	GB080_VSuffixing	GB266_COMPARLoc	GB132_TransVMedOrder	GB074_Prepositions	GB103_BenefApplBoundV	GB192_GenderPhono	GB305_PRORefl	GB203_QUANTOrder_1	GB432_POSSSfxPosr	GB326_QInSitu	GB253_PredPOSSDat	GB115_RecipBoundV	GB149_InverseBoundV	GB146_VControl	GB304_PassiveA-ArgOvert	GB203_QUANTOrder_3	GB522_PRODrop	GB187_DIMBound	GB177_AnimacyBoundV	GB027_ComitConjDifferent	GB312_MoodBoundV	GB057_NUMClassif	GB186_ARTNum	GB403_VSupplCome	GB184_AdjNUM	GB099_VSupplPerson	GB119_MoodAUX	GB041_NUMSupplNoun	GB068_PredAdjLikeV	GB136_WordOrderFixed	GB089_S-ArgSfxV	GB318_PluralFree	GB044_PluralBound	GB315_DIMGender	GB323_EvidIndirect	GB415_PRO2PPoliteness	GB328_RELPre	GB170_ADJGender	GB110_VSupplTA	GB299_NEGPart	GB127_PostureVerbs	GB025_DEMOrder_2	GB140_SameNEGLocExistNom	GB024_NUMOrder_1	GB252_PredPOSSLoc	GB069_AttrAdjLikeV	GB081_VInfix	GB331_RELAdjoined	GB291_QTone	GB054_GenderPlants	GB095_CaseSplitTAM	GB025_DEMOrder_1	GB256_PredPOSSComitative	GB049_NMZObject	GB075_Postpositions	GB433_POSSSfxPosd	GB138_NEGInitial	GB322_EvidSense	GB042_SingularNoun	GB264_QPartMedial	GB520_AspectAuxPart	GB070_CoreCaseNoun	GB188_AUGBound	GB303_AntipassiveFree	GB130_OrderSVIntrans_2	GB047_NMZActionState	GB090_S-ArgPfxV	GB185_DEMNum	GB410_NeutralAlign	GB065_POSSPosdPosrOrder_3	GB023_ARTPost	GB402_VSupplSee	GB071_CoreCasePRO	GB139_NEGProhibitive	GB051_GenderSex	GB133_TransVFinalOrder	GB151_SwitchReference	GB036_DEMElevation	GB324_QV	GB408_Accusative	GB409_Ergative	GB035_DEMDistContrast	GB317_DualFree	GB111_VerbClass	GB254_PredPOSSAdnom	GB301_Inclusory	GB166_PaucalBound	GB519_MoodAuxPart	GB123_LightVerb	GB260_QWordOrder	GB431_POSSPfxPosd	GB092_A-ArgPfxV	GB105_CaseRecipientObj	GB137_NEGFinal	GB109_VSupplNUM	GB250_PredPOSSHabeo	GB031_PRODualAug
touo1238	Touo	-8.58405	157.296	Papunesia	Touo				True	False		False		False	True	False				True		False			False	True		True	False	False	False	True		True			False	True	True	True	False	False	True	False			False	False	True	True	False	False	True	False			False	False		False		False		True	False	True		False	True		False				True	False			False	False	False	False		False	False	True	False				False			False							True	False	False					False	True	False	True		False	True			False	True		False	False	False				False			False	False	False					False		True		True			False	False	False			False	False	True						True	True	False	False	False	True			False			False	False	True			True	False	False		True		True	False			False		False	True	True	False	False		False	False	True	True	False	False		False	False	False	False	False				True			False	False	True	True			True
trin1274	Trinitario-Javeriano-Loretano	-15.3331	-65.4096	South America	Arawakan	False	False	False	True	False	False	False	True	False	True	True	False		False		True		True	False	True	False		False	False	False	False	True		True	False	False	False		True	True		False	False	False		True	False	False	True	True	False	False		False		False	True	True	False	False	True			False	False	True		False	True		False	False		False	True	False			True	True	False	True	False	False	True	True	False	True	True		False		True	False	False	True	True				True		False	True		False	True	False	False	False	True	True	False	True				True		True	True	True	False	False		False	False		True	True		False		True	True	False		True	True	True			False	True		True	True	False	True	True	False	True	False		True		False		False	False	True		False	False		False	False	False	True		True	False	True	True	False	False	False		False		False	False	True	True	True	True	False	False		False		True	False		False		False	False	True	False	True		False	False			False	True	True	True	True		True	False
trio1238	Trió	2.53616	-55.7599	South America	Cariban	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False		False	False	True	False	True	False	True	False		True	False	False	False	True		False	False	False	False		False	True	False	True	True	False	False	False	False	False	False	False	False	True	False	False	True	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	False	False	True		False	True	True	False	False	True	True	True	False	False	True	True	False	False		False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	True	False	True	False	False	True	True	True	True	True	False	False	False	False	False	False	False	False	True	True	False	True	False	True	False	False	False	False	False	False	False	False	True	True		True	False	False	False	True	True	True	False	True	False	False	False	False	False	False	False	True	False	True	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False
trum1247	Trumai	-11.8119	-53.5717	South America	Trumai	False	False	False	True	False	False	False	True	False	True	False	False	False	False	True	False	False			False	True	False	True	False	True	False	True	False		False	False	False	False	False	False	True	False	False	False		True	False	False	True	False	False	False	False	False		False	False	False	False	False	False		False	False	True	False		True	True	False	False			False	True	False		False	False	False		False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False			False	False	False	True	False	False	False	True		False	False	True	False	True	False	False	False	False	False		False	False	False	False	False	True	True	False		False	False	False	False	False	True		False	True	True	False	False		False	False	False	False	True	False	True	True	False		True	False	True	False	False	True	True	False	False	True	False	False	False	True	False	False	False	True	False		True	True	False	False	False	False	True	True		False	False	True	True	False	False	False			True	True	True	True	False	False	False	False	True	False	True	False	False	False	False	True	False	False	True	False	False	True	False	True	True
tsat1238	Tsat	18.3192	109.336	Eurasia	Austronesian	True		False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	True	False	False	True	False	True	True	True	False	True		False	True	False	False	True	False	False	False	False	False	False		False	False	False	True	False	False	False	False	False	False		False	False	False	False	False	False	True	True	True	False	True	True	False	False	False		False	False		False	True		False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False		False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	True	False	False	True	False	False	True	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True	True	False	True	False	False	False	False	True	False	False	True	False	False	False	True	False		False	False	False	False	False	True	False		False	False	True	False	False	False	True	False	False	False	False		False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	True		False	False	False	True	False	False	True	True
tsha1245	Tshangla	27.3694	91.7741	Eurasia	Sino-Tibetan	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	True	False	False	True	False	False	False	True	False	True		False	True	False	False	False	False	False	True	False	True	True		True	False	False	True	False	False	False	False	False		False	False	False	False	False	True	False	True			True		False	False	False	False	False				False		False	False	False	False	False	False	False	True		False	False	False	False	False		False		True	False	False			False	False	False		False	False	False		False	False	True	True	False	True	True	False	True	False	True	True	False	False	False	False	True	False	True	True	True	False	False	True	False	False	True		False	True	True	False	False	False	False	False		False	False	False	False	False	True	False	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True	True		True	True	False	False	False	False	False	False	True		False	False	True	False	False	True	False	True	False	True	False	False	True	False		False	False	True	False	False	True	False		False	True	True	False	False	False	False	False	False		True
tsis1238	Salka-Tsishingini	10.2882	5.11073	Africa	Atlantic-Congo	False	False	False	False	False	False	False	True	False	True	True	False	True	False	False	False	False	True		False	False	False	False	False		False	True	False	True	True	False	False		False	False	False	False	False	False		False	False	False		True	False	False	False	False		False	False	True	False	False	True		True		False	True	True	True	True	False	False	False			False	False			False	False	False	True	True	False	False		False	False	False		True		True		False		True		False	False	False	False	False	False	False	False	False		False	True	True	False	False	False	False	False	False	True		True	True	True	False	True	False	False	False	False	True	False	False	False	False	False		False	False	True	False	True		True	False	False		False	True	False	False	True		False	False	False	True		True		True	False	False	False	False	False	False	False	False	False	False	True		False	False	True	False	True	False	False	False		False	False		True	True	True	False	True		False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False		False	False	True	True	True	False	False	False
tsix1234	Ts'ixa	-19.180953	23.998153	Africa	Khoe-Kwadi	False	True	False	True	False	False	False	True	False	True	False	False	True	True	True	False	False	False	True	False	True	False	False	False	True	False	True	True	True	True	False	False	True	False	True	False	False	False	True	True	False	False	True	True	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	True	False	False		False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	True	True	True	True	True	False	False	True	False	False	False	True	False	False	False	False	True	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	True	False	False	True	False	False	False	False	True	False	True	False	False	False	False	True	True	False	True	False	False	True	False	True	False	False	False	True	False	False	False	True	True	False	False	True	True	False	True	True	True	True	True	False	True	False	False	False	False	False	False	False	False	True	False	False		False	False	True	True	False	False	False	False	False	True	True	False	True	False	True	True	True	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	True	True	False	False	True
tsog1243	Tsogo	-1.55469	11.1359	Africa	Atlantic-Congo	False		False	False	False	False	False	True	False	True	False	False	False	False	False	True	False		True	False	False	True	False	False	True	False	True	False	True		False	True		False	True	False	False		False		False	False	False	True	True	False	False	False	False			True	True		False	False	False	True	True		False		True	False	False	False	False		True	False	False			False	False	False	True	True	False	False		False	False	False		True	False	True	False		True	True		False	False	False	True	True	True	False	False	True	False	False	True	True	False	False	False	False	False	False	True		True	True	True	False	True	False	False	True	False	True	False	False		False	False	False	False	False	True	False	True	False	True	False	False	False			False	False	True	True	False	False	False	True	False	True	False	True	True	False	False		True	False	False		False	False	True	True	False	False	False	False	True		True	False	True	False	False	True	False	True	True	False	True	False	True	True	False	False		False	False	False	False	False	False	False	False		False	True		False	False	False	True	False	False	False	False
tson1249	Tsonga	-23.5754	31.8105	Africa	Atlantic-Congo	False	False	False	False	False	False	False	False	False	True	True	False	True	False	True	False	False	True	False	False	False	False	True	False	True	False	True	False	False	True	True	False	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	False	True	True	True	False	False	False	False		False	False	False	True	True	False	True	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False		True	True		False	False	False	False	False	True	False		False		False	False	True	False	True	False	False	False	False		False	True	False	True	False	False	True			True	False	False	True	False	False	False	False	False	False	False	False	True	False	False		False	False	False	False	True	False	True	False	True		True	False	False	False	False	False		False	False	False	False	False	False	True	False		False	True	False	True	False	False	False	False	False	True	False	False	False	True	True	False	False	False	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False		False	False	False	False
tsou1248	Tsou	23.216	120.787	Papunesia	Austronesian				False	False				False	False	False	False				False	True	True		False	False		True	False	False	True	True		True			False	False	False		True		False			False	True	False	True				True				True	True		False	True				False	False			True			True			False	False		True	False			False		False	False	True		False	True				True			True	True		True				True	False	False	False			False		False	True					True	True		False	False	True							True	False	False						False		True				False	True	False	True	True	True		False						False			True	True			True	True			False	False	False		True	False		True		False			True			True	True	False			False	False		False	True	False	False	False	False				True		False					False			False	False	False	False		False
tswa1253	Tswana	-24.368	24.7587	Africa	Atlantic-Congo	False	False	False	False	False	False	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	True	True	False	False	False	True		False	False	True	False		False	True	False	False	False	False	True	False	False		False	False	True	True	True	False	True	True	False	True	True	True	True	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	True	True	False	False	True	False	False			False	False		False	False	True	True	False	False	False	False	True	True	True	False	False	True	False	False	True	True		True	False	False	False	False	True	True	True	True		False	False	False	False	False	False	True	False		True	False	False	True			True	False	False	False	True	False	False	False	False	True	False	False	True	False		False	False	True	False	False	False	True	True	False	False		True	False	False	False	False	False	True	True	False	False	False		True	False		False	False	False	False	True	True	True	True	False	False	False	False	True	False	False		False	False	False	False	True	False	False	False	False	False	False		False	False	True	True	False	False	False	False
tswa1255	Tswa	-22.9891	32.4287	Africa	Atlantic-Congo	False		False	False	False	False	False	True	True	True		False	True	False		False				False	False	True	False	False	True	False		False	False	True	False	False		False	False	True	False		False		False	False	False	False	True	False	False		False	False		True	True	False	False	True		True	True		True	True	True	False	False	False	False	False	True	False	False	False		False	False	False	False	True	False	False		False	False		False	False	False	True	False			True	False	False		False	True		True	False	False	False	False	False	True	True		True	False	False	False	False	True	False	True	True		False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False		True	False		False	True	True	False	False	True	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True		False	False	True	False	True	False		False		False	False		True	True	True	False	False	False	False	True	False	False		False	False	False	False	True	False	True	False		False			False	False	True	True	False	False	False	False
tuba1278	Tübatulabal	35.327	-117.163	North America	Uto-Aztecan	False	True		False	False		False			False	True	False	False		False	False	False	True	False	False	False	False	True		False	False	True		False			True	False	False	False	False		False	False	False	False	True	False		False	False	False	False	False	False	False		True		False	False		False	True	False	False		False	True		False	False	False	False	False	False	False	False	True	False		False	False	False	False	True	False	False	True	False	False		True	False	False	True	True		False		True		True	True	False	False		False	False		True	False	False	True	False	False		True	False	True	True	True	True		False	True		False		False	False		True	True	True	False		True	False	False		False	False	True	False			True	False	True	False	False	False		False	False		False				False	False	False			False	False		False	True	True	True	True	False	False		False	True	True	False	False	True	False		False	False	False		False	False	False	False	True			True	False		False	False	False	False	False	False	False		False	False	True	False	False	False	False
tuka1248	Tukang Besi North	-5.30994	123.578	Papunesia	Austronesian	False	False	False	False		False	False	True	False	False	True	False	False	False	True	False	True	True			False	False	False	False	False	True	True		True	True	False	False	True	True	False	True	False	False	False		False	False	False	True	False	False	False	True	False	False	True	False	True	False	False	True	False	True	True	True	False	False	True	True	True	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	True	False	True	True	False			True	True			False		True	True		False	False	False	False	False	False	True	False	False	False	False	True	True	False	True	True	True	False	True	False	False	True	False	True			True	False	True	False		False	True	True	False	False	False	False	True	False	True	False	False	False	False	True		True	False	False	False	True	False	True	False	True	False	False	True	False	False	False	False	False	False		False	True	True		False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	True		False	False	True	False	True	False	True	False	True	True		False	True		False	False	True	True	False	False	True	False
tuki1240	Tuki	4.64348	11.5353	Africa	Atlantic-Congo		False	False	False	False	False	False	True	False	True	True	False	True	False	False	True	False	True	True	False	False	True	False	False	True	False	True	False	False	True	True	False		False	False	True	False		True		False	False	False		True	False	False	False	False		True	True	True	False	True	True	False	True		True	True		False	False	False	False	False			False	False		False	True	False	False	True	True	False	False	False	False	False	True		True	False	True		False		True		False		False	True	False		False		False		False	True	True	False	False	False	False	True	False	True		True	True	True	True	False	False	False	True		True		False		False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	True	True		False	False	True	False	False		True		False		False	False	False	False	False	False	False			False	False	False		True	False	False	False	False		False	True	True	True	True	False	False	False	False		False	False	False	False	False	False	False	False	False	False		False	False	False		False	False	True	True	False	False		False
tula1252	Tula	9.84629	11.52551	Africa	Atlantic-Congo	False	False		False	False	True	False	True	False	False	True	False	True		True	True	False	True	False	False	False	False	True	False	True	False	True	False	False	False	False			False	False	False	False	False	False		True	False	True	False	True	False	False	False	False		False	False	True	True	True	False			True	False	False		True	False	False	False	False		False	False			False	True	False	False	False	True	False	False	True	False	False	True		True		True	False	False	True			False	False	False	False	False	True	False	False		False	False	True	True	True		False		False	False	True		True	True	False	False	True		False	True	True	False	False	False			False	False	False	True	True	False	False		True		False		False		False	False	True	False	False	False	False	True		True	False	True	False	False	False		True	False	False	False	True	False	True	False	False	True	False	False	False	False	True	True	False	False	False	True	False	True	True	False	False		True	True	False	False	False	False	False	True	False	False	False	False	False	False	False	True		False	False	False	False	False	False	True	False
tule1245	Tule-Kaweah Yokuts	36.05354	-118.768616	North America	Yokutsan	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	False	False	True			False	False	True	True	False	False	False	True	False	False	True		True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	True	True		False	False	False	False	False	False		False	False	False	False		False	True	False	False	False	False	False	False	True	False	False	False		False	False			False	True	True	True			False	False	True	True	False	False	False		False	False	True			False	False	False	False	True	False	False	False	True	False	False	False	True	False		True	False	False	True	False	False	False	False	True	True	False	False		False	False	False	False	False	True	False	False	True	False	False	False	True	False	True	True		False		True		False	False	False	False	False	False	True		True	True	False	True	False	False	False	False	True	False	False	False	True	False	True	False	True	False		True	False	False	True	True	False	True	True	False	False	False	True		False	False	False	True	True	False	False	False	False	False		True
tulu1258	Tulu	12.8114	75.2651	Eurasia	Dravidian			False	True	False	False	False	False	False	True	False	False	False	False	False	False		True	False		True	False	True	False	False	False	True		False	False	False	True	False	False	False	True	False	True	False	False	True	True	False		False	False	False	True	False	False		False	False	False	False	False	False		True		True	False	False	False	False	False	False		False		False		False	True	False		True	False	False	False	False	False	False	False		False		True	False	False	True	True	False	False		True	True		False	False	False	False		False	False	True	False	True				False	True	True	False	False	False	False	True		True		True	False	False	True	True		True	False	False	False	True		False	True	False	False		False	False	False	True	False	True	False	True	True	True	False	False			False		True		False	False	False	False	False	False	True	True	True	True	False			False	False	False	True	False	False	False	True	False	False	True	False	False	False	True	True	True	True	False	False	False	True	False	False	False		False	False	False	False		False	False	False	False		False	False	False
tumu1242	Tumulung Sisaala	10.63451	-1.79707	Africa	Atlantic-Congo			False	False			False		False			False		False							True	True	False	False		True			True	True	False	True		False	False	False	False		False		False	False	False	True	False	False	False		False	False			False	False	False				True			True	False	False		False		False	False	False		False		False	False		True	False	False	False		False							True		True		False	False		True	False						False	False	True	True			True			False		False	True											False				True			False	False	False		True	False		False	True	True	False	False	True	False	False							True		False	True						False	False			False		False	False	True	False		False			False		True	False		False	True		True	True				False	False			False	False	False			False			False		True		True	False		False
tune1261	Tunen	4.75	10.67	Africa	Atlantic-Congo	False	False		False	False	False	False	True		True	False	False	True		True	True					False	True		False		False	False		False			False		False	False				False			False	False		True	False	False		False		True		True		False	False		True		True			True	False		False				False				False	False		False	True	False	False	True	False	False	False		False					False	True		False		False	True		False		False			False		True				False			True		False	True	True	False		False	False			True		True	False	False	True	True					False		True				False	True	False	False	True	True			False	True								False	False			False	False			False		False			True					False	False	False	False	True	True	False	False				False	True				False	False		False				False				False	False	True				False
tuni1252	Tunica	30.9888	-92.5403	North America	Tunica		False	False	True	False	False	False			True	False	False	False	False	False	False	False		False	False		False	False	False	False	False		False	True	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False				True	True	False		True	False	True	False	True	False		False	False	False	False	True	False	True	False	False	False	False	False	False	False	True	True	True	False	True		False	False	False	False	False	True	True	True	False		False	False	False		False		False	False		True	True	False	False	False			False	True	False	False	False	False	False	True		False	False		True	False	False				True	False	False	True	False	False	False	False	False	False	False			False	False		False	True	False		True	False	True	False			False		True	True		False	False	False			False	True	False	False	False		False	True	False	True		False	False	True	False	True		False	False	False		True	True	False	False	False	False	False	False	False	False		False	False	False	False	False	True	True		True	False		True
tupi1273	Tupinambá	-22.807778	-42.106389	South America	Tupian	False	False	False	False	False	False	False	True	False	True	True	True	False	False		False		False	False		True	False	True	False	False	False	True	False	False		False	False	True	True	False	True	True	False	False		True	False	False	True	False	False	False	True	False	False	False	True	False	True	True	True	False	False	False	True	True	False	True	True		False	False	True	False	False	False		False	True	False	False	False	False	False	False	True	False	False			False	True	True	False	False	True	True	False	False		False		True	True		True	False		False	False	True	True		False	False		True	True	True	False	False	False	False	False	False	False			True	True		True	True	True	True	False	True	True	False	False	False		False	True	False	True	True	True	False	False	False	True	False	True		False		False	False	False	False			False		False	False	False	True	True	True	True		True	False	False	False	True	False	True	False	False	True	True	False		False		False		True	False	True	False	False			False	True	False	True	True	False	False	True		False	True	True	True	True		False	False
turk1303	Turkic Khalaj	34.4224	50.3222	Eurasia	Turkic	False	False		False	False	False	False	True	False	False	False	False	False		False	False	True		False	False	False	False	False	False	True	False	False	True	False			True		True	False	True	False		False	False	True	True	False	True	False	False	False	False	False	False	True	True	False		False	False	False		True	True	True	False	False	False	False	False	False	True	False	False	False	False		False	False	False	True	False	False	False	False	False	False	False		False		True	False	False	True	True	False	False		True	True	False	True	True	False		False	False	False	True	False	False	False		False	False	True	True	True	False	False	False	False		True		False	True	False	False			True		False	False	True	False	False	False	False	False	False	False	False	True	True	False	True	False	False	False	True	False	False	False		False	False	True	False	False	False	False	False	False	False	True	False	True	True	True	False	False	False		False	True		False	False	True	False	True	True	True	False	False	True	False	False	True	False	False	False	True	False	False	False	False	True		False				False	False	False	True	False	False	False
turk1304	Turkmen	37.0872	59.1757	Eurasia	Turkic	False		False	False	False		False	False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False		False	True	True	False	True	False	True	False	True	False	True	False	True	False	False	True	True	False	True	False	False	False	True	False	False		True	False	False	False	False	False	False	True	True	True	False	False	False		False	False	True	False	False	False	False	False	True	False	True	True	False	False	False		False	False	False		False	True	True	False	False	True	True	False	False	False	True		True	True	False	False	False	False	False	False	True	False	True	False	False		False	True	True	False	False	False	False	True	False	True	True	False	True	False		True	True	True	True	False	False	True	False	False	False	False	False	True	False		True	True	False	True	False	False	False	True	False	False	False	True	False	False	True	True	False	False		False	False	False	True	False	True	True	True	False	True	False	True	True	True	False	False	False	True	False	False	True	False	False	False	True	False	False	True	False	False		True	False	False	False	False	True		False	True	True	False	False	False	False	True	False	False	False
tusc1257	Tuscarora	43.1303	-79.4214	North America	Iroquoian		False	False		False	False	False	True	False	True	True	False	False	False	False	True	False	True	False	True	True	False	True	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False		False	False	True			False	True	False			True	True	False	False	True	True		False			False		False	False	False	False	True			True	False		True	True	False	False	True	False	False	False			False	True		False		True		False		True		False		False	True		False	False	False	False		True	False	True	True	False	False	False	False	False	True		False	False	True	False	False	True	False	False	True	True	True			False	False	True	True		False	False	False		False		False	False	True	False	False	False	True	False	False	False	False	False		True		False		True	False	False		False	False	False	False	True	False	True	False	False	True	False	True	True	False	False	True	False	False	True	True		True	False	True		False	True	True	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	True	True	False		False	True
tutu1241	Tutuba	-15.580667	167.268889	Papunesia	Austronesian	False	False	False	False	False	False	False	True	False	False	True	True	False	False	False	True	False	True	False	False	False	True	True	False	False	False	True		True	False	False	False	True	True	False	False	False	False	False		False	False	True	True	False	False	False	False	False	False	True	False	True	False	False	True	False	True	True	True	True	True	True	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	True	False	False	False	True	False		True	False	False		False		False	False	False	False	True	False	False	False	True	False	False	True	True	False	False	False	False	False	False	True	False	True	True	False	False	False	False	False	True	False	False	False	True	False	False	True		False	True	True	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False		True	False	False	False	False	False	False	False	False	True	False	False		False	True	False	False	False	False	False	False		False	False	True	True	False	True	False	False	False	False	False	False	False	False		False	False	False	True	False	False	True		False	False	False	False	False	True	True	False	False	False	True
tuva1244	Tuvalu	-8.520813	179.198088	Papunesia	Austronesian	False	False	False	False	False	False	False	True	False	False	True	False	False	True	True	False	False		False	False	False	False	True	False	False	True		False	True	True		False		True	False	False		False	True	False	False	False	False	True	False	False	False	False	False	True	True		False	False	False	True	False	True	True		False	True	False	False	False	False	True	False	False	True	False	False		False	True	False	False	False	False	True	True	False	False	False		False	False	True	False	False	False	True	False	True	False	False	False	False	False	False	False	True	False	False		False	False	False	False	False	False	False	True	True	False	True	False	False	False	False	False	True	False	True	False		False	False	True	False	False	True	False			True	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	True		True	False		False		False	True	False	False	False	False	True	False	False	False	True	False	False	False	True	False	False	False	True	False	False	True		True	False	False	False	True	False	False	False	False	True		True	True	False	True	True	True	False	True	False	False	False	False	False	False	True	True	True
tuvi1240	Tuvinian	51.7	94.36667	Eurasia	Turkic	False		False	False	False		False		False	False	True	False	False	False	False	False	False		False	False	False	True	False	False		False			False	True	False	True		False	False	True	False	True	False		True	True	False		False	False	False	False	False	False		True	False	False	False	False			True		True	False	False	False		False	False	False	False	False	False	False		True	False	False	True	False	False	False	True	False	False	False		False	False	True	False	False	True	True	False	False	True	True	False		True		False	False	False	False	False	True	False	True	False			False	True	True	False		False	False			True		False	True	False		True		True	True	False		True	False	False	False	False	False	False	False			True	False	True	False		False		False	False	False		False		True	True		False		False	False	False	True	False	True		True	False		False	False	False	True	False	False	False	True	False		True	True	False	False	True		False	True	False	False	True	True	False	False	False		False		False	False		False	False	False		True	False	False	False
