id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB020_ARTDef	GB021_ARTIndef	GB022_ARTPre	GB023_ARTPost	GB024_NUMOrder	GB025_DEMOrder	GB026_ADJDiscont	GB027_ComitConjDifferent	GB028_Clusivity	GB030_PRO3PGender	GB031_PRODualAug	GB035_DEMDistContrast	GB036_DEMElevation	GB037_DEMVisNonvis	GB038_DEMClassifier	GB039_NounNUMAllomorph	GB041_NUMSupplNoun	GB042_SingularNoun	GB043_DualBound	GB044_PluralBound	GB046_AssocPlural	GB047_NMZActionState	GB048_NMZAgent	GB049_NMZObject	GB051_GenderSex	GB052_GenderShape	GB053_GenderAnimacy	GB054_GenderPlants	GB057_NUMClassif	GB058_POSSClassifier	GB059_POSSAlienability	GB065_POSSPosdPosrOrder	GB068_PredAdjLikeV	GB069_AttrAdjLikeV	GB070_CoreCaseNoun	GB071_CoreCasePRO	GB072_ObliqueCaseNoun	GB073_ObliqueCasePRO	GB074_Prepositions	GB075_Postpositions	GB079_VPrefixing	GB080_VSuffixing	GB081_VInfix	GB082_PresentBoundV	GB083_PastBoundV	GB084_FutureBoundV	GB086_AspectBoundV	GB089_S-ArgSfxV	GB090_S-ArgPfxV	GB091_A-ArgSfxV	GB092_A-ArgPfxV	GB093_P-ArgSfxV	GB094_P-ArgPfxV	GB095_CaseSplitTAM	GB096_CaseSplitVerbClass	GB098_CaseSplitPerson	GB099_VSupplPerson	GB103_BenefApplBoundV	GB104_AppInstrBoundV	GB105_CaseRecipientObj	GB107_NEGBoundV	GB108_DirLocBoundV	GB109_VSupplNUM	GB110_VSupplTA	GB111_VerbClass	GB113_TransitivizingBound	GB114_ReflBoundV	GB115_RecipBoundV	GB116_VClassifiers	GB117_CopulaPredNom	GB118_SerialV	GB119_MoodAUX	GB120_AspectAUX	GB121_AUXTense	GB122_VCompounding	GB123_LightVerb	GB124_NounIncorpIntrans	GB126_ExistentialV	GB127_PostureVerbs	GB129_FewVerbs	GB130_OrderSVIntrans	GB131_TransVInitOrder	GB132_TransVMedOrder	GB133_TransVFinalOrder	GB134_MainSubSameOrder	GB135_SUBClauseInOPosition	GB136_WordOrderFixed	GB137_NEGFinal	GB138_NEGInitial	GB139_NEGProhibitive	GB140_SameNEGLocExistNom	GB146_VControl	GB147_PassiveBoundV	GB148_AntipassiveBoundV	GB149_InverseBoundV	GB150_ClauseChain	GB151_SwitchReference	GB152_SimulSeqBound	GB155_CAUSBound	GB156_CAUSSay	GB158_RedupV	GB159_RedupNoun	GB160_RedupOther	GB165_TrialBound	GB166_PaucalBound	GB167_PROLogophore	GB170_ADJGender	GB171_DEMGender	GB172_ARTGender	GB177_AnimacyBoundV	GB184_AdjNUM	GB185_DEMNum	GB186_ARTNum	GB187_DIMBound	GB188_AUGBound	GB192_GenderPhono	GB193_OrderADJ	GB196_PRO2PMascFem	GB197_PRO1PMascFem	GB198_NUMGender	GB203_QUANTOrder	GB204_QUANTUniversal	GB250_PredPOSSHabeo	GB252_PredPOSSLoc	GB253_PredPOSSDat	GB254_PredPOSSAdnom	GB256_PredPOSSComitative	GB257_QIntonation	GB260_QWordOrder	GB262_QPartInitial	GB263_QPartFinal	GB264_QPartMedial	GB265_COMPARExceed	GB266_COMPARLoc	GB270_COMPARConjoin	GB273_COMPAROtherMarker	GB275_COMPDegreeBound	GB276_COMPDegreeFree	GB285_QPartVMorph	GB286_QVMorph	GB291_QTone	GB296_Ideophones	GB297_QVNotV	GB298_NEGAux	GB299_NEGPart	GB300_VSupplGive	GB301_Inclusory	GB302_PassiveFree	GB303_AntipassiveFree	GB304_PassiveA-ArgOvert	GB305_PRORefl	GB306_PROReciproc	GB309_MultiplePastFuture	GB312_MoodBoundV	GB313_PROPoss	GB314_AUGgender	GB315_DIMGender	GB316_SingularFree	GB317_DualFree	GB318_PluralFree	GB319_TrialFree	GB320_PaucalFree	GB321_GenderUnpredict	GB322_EvidSense	GB323_EvidIndirect	GB324_QV	GB325_QCountMass	GB326_QInSitu	GB327_RELPost	GB328_RELPre	GB329_RELInternalHead	GB330_RELCorr	GB331_RELAdjoined	GB333_NUMDecimal	GB334_NUMQuinary	GB335_NUMVigesimal	GB336_NUMBodyTally	GB400_PersonNeutralized	GB401_PatientLabile	GB402_VSupplSee	GB403_VSupplCome	GB408_Accusative	GB409_Ergative	GB410_NeutralAlign	GB415_PRO2PPoliteness	GB421_ComplThinkKnowPre	GB422_ComplThinkKnowPost	GB430_POSSPfxPosr	GB431_POSSPfxPosd	GB432_POSSSfxPosr	GB433_POSSSfxPosd	GB519_MoodAuxPart	GB520_AspectAuxPart	GB521_TenseAuxPart	GB522_PRODrop
hual1241	Huallaga Huánuco Quechua	-9.57135	-75.594	South America	Quechuan	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1		1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1		1	1	1	0	0	0	0		0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0		0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1
huam1247	Huambisa	-3.99109	-77.9797	South America	Chicham	0	0	0	0	3	1	0	1	0	0	0	1	0	1	0	0		0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1		0	0	0	0		0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0	1	0	1	0	0						0	0	0	1	0	1				1		0	0	0		0	0		0	0	1	0	0	0	0	0	0	0	0	0	0		1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1
huar1255	Huarijio	27.8685	-108.437	North America	Uto-Aztecan	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1		0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1		1	1	0	0		0	1		0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0		1	0	1	0	0	0		0	0	0		0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0		0	1	1	0	0	1	1	0	1	0	0	1			1	0	0	0	0	0	0	0	0	1				1
huas1242	Huastec	21.6153	-98.5028	North America	Mayan	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1			1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0		1	1	1	1	0	0	0	1	1	0			0	1	0	0	1	0	1	0	1	1	1	0	1				1	1	1		0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0			0	3	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1		0	0	0	1	1	0		1		0	0	0	0	0	0	0	0	1	1	0		0	1		0	0	0		0		0	0		0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1
huba1236	Huba	10.3544	13.139	Africa	Afro-Asiatic	1	0	0	1	2	2	0		1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0		2		0	0	1	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0		1	1	0	0	0	1	0	1	0	0		0	0	0						0	1	0	1	0			1	1	1			0	1	0	0		0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3																					1						0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		0	1	0	1	0			0	0	0	1	0	0	0	
huic1243	Huichol	21.954	-104.062	North America	Uto-Aztecan	1	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1		0	0		0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1		1	1	0			1	1		0	1	0	0	1	1	1	1	0	1	0	0		1	0	0	0	1	1	1	0	1		1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0		0	1	0	1	0		0	0	0		0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1				0	0		1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1
huih1238	Hulun Buir Solon	61.972	94.689	Eurasia	Tungusic	0	0	0	0	1	1	1		1	0	0	0	0	0	0	0		0	0	1	1				0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0		1		1	0	1		1	1	1		1	0		0	0	1	0	0	1	1	1	0	0		0	0		1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0		0			0	1	0	0	0			0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0		0	1				0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0					1	0	0	0	0	0	0	0	1	1	0	0	0	
hula1239	Hula	-9.99427	147.705	Papunesia	Austronesian	1	1	1	1	2	1	0	1	1	0	0	1	0	0	0	0		0	0	0	0		1		0	0	0	0	0	0	1	1			1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0		1	1	0	1		1	1	1			0	0	0	0	1	0	0	1		0	0	0	0	0		1	0	0				0	1	0	0	1	0	0	0		0	0	0	0	1	1	0	1	0	0	2	0	0	0		0						1	0	0	0	0	1	0	1	0	0	0	0	0	0		0	1	0	0		0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0						1	0	0	0	0		0	0	0	1	0	0			0	0	1	0	0	0	0	0
hula1244	Hulaulá	31.9111	43.4865	Eurasia	Afro-Asiatic	1		1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1		1	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1		0	0	0	1	1		0		0	1	0	0	1	1	1	0	0	1	0	0	0	0		0	0	0	0	1	0				0	0		1	0	0	0	1	0	0	0	0	1	3	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0		0	0	1	1	1	0	1	0	0	0	0	0	0	0	0			1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1
huli1244	Huli	-5.97212	142.963	Papunesia	Nuclear Trans New Guinea	0	0	0	0	2	2		0		0	1	1	0	0		0	0	0	0	0	0				0	0	0	0	0	0		1	0	0	1	1			0	1	1	1	0	1	1	0	0	1	0	1	0		0	0	0	0	0	1		0	1	1	0		1				0	0	1	0	0	0		1		1		0	1	0	0	1	1				1	0						1	1	1	1	1				0	0			0	0		0	1	0			0	2	0	0	0		0									1											0		0	0	1	0				0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0		0	1					1	0	0	1	1		0	0	0	1	0		0	0	0	0	1	0	1	0	0	1
humb1243	Humburi Senni Songhay	15.2948	-1.69301	Africa	Songhay	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1				0	0	0	1	0	0	1	0	1	1	1	1	1	0		0	0	0	1	0	0		0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	1	0	1	0	0		0	1	1	0	1	0	0	1	0	0	0	0		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0			1	0	0	0																		
hung1274	Hungarian	46.9068585714	19.6555271429	Eurasia	Uralic	1	1	1	0	1	1		1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0			1	1	1	0	1	0	0	0	1	1	0		1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0		1	0	0	0	1		0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1
hung1275	Hung	18.7849	104.772	Eurasia	Austroasiatic	0	0	0	0	3	2	0		1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	0	0	0			0			0	1	0	1	0	1		0	0	1			0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0																	0					1		0	1		1				0	0	0	0	0	0	0	0	0	0	0	0	0						1	0								0				0	0	1	1	0	0	0	0	0	0	1	1		1
hunz1247	Hunzib	42.0808	46.1369	Eurasia	Nakh-Daghestanian	0	0	0	0	1	1		1	0	0	0	1	0	0	0	1	0	1	0	1		1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0			0	1	1			0	1	0	0	0	1	0	0	0	0	1		0	0	0	0	1	0	0	1	1	0	1	1	0	1		0	0	1	0		1		1	0	1		1	0	0		1	1	0	0	1	1	0			0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1		1	0		0	0	1				1	0	0	0	1				0	1	1	0			0	0	1	0	1	0	0	0
hupd1244	Hup	0.58622	-69.8359	South America	Naduhup	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1				0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1		0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1			0	1		0	1	1	0	1	0	0	1			1	1	0	1	0		1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	2	0	1			1		0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0		1		0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1				0	0	0	1																	0	
hurr1240	Hurrian	40.7339	43.3154	Eurasia	Hurro-Urartian		0	0		1	1		1	0	0	0				0	0			0	1		1	1	1	0	0	0	0	0	0	0	3	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0		0	1	0		0	1		1	1	0	1							0	1		0	1	0	0	1			1	1	0		0		0	1	0				1	0				0	0		0	0	0	0			0			0	1	0	0	0	2													1	0	0	0				0							0	0	0				1	1	0	0	0	0	0	0	0	0	0					1	0	1			1	0	0	0	0				0	1	0	0	1	0	0	0	1	1				1
huuu1240	Hu	22.0163	100.881	Eurasia	Austroasiatic	0	0	0	0	3	1	0		0	0	0		0	0	1	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0	1	1	0	0	0	0		0	1	0	0	1	0	1	0			0	0	0			0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1						1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	
hyam1245	Hyam	9.57832	7.95163	Africa	Atlantic-Congo	0	0	0	0	2	2	0			0	0	0	0	0		1		0	0	1	0		1		0	0	1	0				2		0		1			1	0				0	0	0	0	0	0	0	0	0	0								0										1	0	0	0		0				0	1	0	1	0			1	0	0		1										1	1		0	0			0	0			0	0	1		1	2	0	0	1																								0	1								0	0	0		0	0	0	0	0	0	0					0	1	0					0	1	0					0	0	1	0				0		0	0	1	1	
iaai1238	Iaai	-20.6301	166.59	Papunesia	Austronesian	1		1	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	3	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1			1	1	1	0	0	2	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1			0	1	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	2	1						1	0	0	0	0		1	1		0	0	0	0	0		0	0	1	0		0	0	0	0	1	0	1	0	0	0		1	1	0	1	0			1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1
iama1237	Iamalele	-9.45005	150.573	Papunesia	Austronesian	0	0	0	0		3		1	0			0	0	0	0			0	0	0	1				0	0	0	0		0					0	0	1	0	1	0	1	0		0	0	0	1	0	1	0	1	1	0						0	1	0	1			0	0			0	0			0	0	0					0	1	0	0	1			0	0	0			0												0	0		0	0	0	0		0	0			0	2		0	0			0	0	0	0	1	1	0	0	0	0							0	0	0		0	0	1										0	0	0	0	0	0	0	0	0			0	0	0														0	0	1				0	1	0			0	0	1
iatm1242	Iatmul	-4.30064	143.316	Papunesia	Ndu	0	0	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0		1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0		1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0		0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0		1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
ibal1244	Ibaloi	16.4263	120.695	Papunesia	Austronesian	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0	2	1		1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1	1	0	1	1	0	1		1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1		0	1	0	0	0	1		0	0	0	1	0																	0	0	0			0		0	0	0	1	0		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0		0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
iban1264	Iban	2.09041	112.934	Papunesia	Austronesian	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		1	0	0	0	0	1	0	0	0	1	1		1		0	1	0	1	0	1	1	1	0	0	1	0		1	0	0		0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	1	1	0
iban1267	Ibanag	17.4201	121.891	Papunesia	Austronesian	1	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1			0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0		0	0	0				1	0	0	2	1	0	0	1		1	0	1	0	1	0	0	0			0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0		0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0			0	0	1	1					1	0	0	0			0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
ibat1238	Ibatan	18.9398	121.909	Papunesia	Austronesian	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1		0	0	0					0	0	1	0	0	0	0	2	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0		1	1	0	0	1		0	1	1	1	1		0		0	0	0				1	0	0	2	1	0	0	1	1	0	0	0	0		0	1	0	0		0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0		0	0	1	0		0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	1	1	0	0
ibib1240	Ibibio	5.15279	7.86688	Africa	Atlantic-Congo	1	0	0	1	2	2	0		0	0	0	1	0	0		1		0	0	0		1	1	1	0	0	0	0	0	0		2	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1				1	1	1				0	1	1			1					0				0	1	0	1	0	1		1	1	1	1	0		0	0							1	0	1	0	0	0	0	0	0	0	0	0	0			0	1	0	0	0	1	0						0	0	1	0	0	1						0	0	0	0	0	0	0			0	0	0	0	0	1	1	1			0	0	1	0	0	0			0		0	1	0				1	1	1	0	0				1	0	1	0			0	1	0	0	0	0	0	1
icar1234	Icari	41.977226	47.565486	Eurasia	Nakh-Daghestanian	0	0	0	0	1	1	1	1	0	0	0	1	1		0	1	0	0	0	1	1	1	1		1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0		1	0		1	1	0	0	0	1	0				1	1	0	1		0	1	0		1	1	1	0	1	0	1	1		0	0	1	0	0	1	1	0	1		1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1		0	0	1	0	1	0	0	0	1	0	0	0																		
icel1247	Icelandic	63.4837	-19.0212	Eurasia	Indo-European	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0				1	0	0	0	0	0	0	2		0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1		1	0	0	0	0	0	0	0	0		0	0	0	1	0						1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
idaa1241	Ida'an	5.29059	118.515	Papunesia	Austronesian	0	0			3	2	0		1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1					1	0	0	2	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	3	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1																																																																																												
idii1243	Idi-Taeme	-8.75976	142.301	Papunesia	Pahoturi	0	0	0	0	3	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1		1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1		0	1	0	0	1	1		1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0		0	0	0	0		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1		1	0	0	0	0	0	0	0	0	0	0	0		1	1			0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1		1	0	1	1
idom1241	Idoma	7.19139	7.71261	Africa	Atlantic-Congo	0	0	0	0	2	2			0	0	0	0	0	0	0	0	0	0	0	0		1	1	1	0	0	0	0	0	0	0	2			0	0	0	0		0	0	1		0	0	0	0	0	0	0	0	1	0		0	0		1			1	0					1	1			1	0	0	0				1	1	0	1	0	1	1		1	1	1	0				0	0							1			0	0	0	0	0	0	0		0	0	0	0	0		0	0	0							1	0	0	0	0	0	1	0	0	0	0	0	0	0	1		0	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0						0	1	0	1	0	1	0	0	1	1	1	1	
idum1241	Idu	29.4473	95.6472	Eurasia	Sino-Tibetan	0	0	0	0	2	1	0		0	0	0	0	1	0	0	0	0	0	0	0	0				0	0	0	0	1	0		1	0		0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0		0	0		1	1			0				0				0	0	1	0	0		0	0	1	0	0	1				0	0	0	0	0		0	0		0	1		0		0	1	0	0		0	0	0	0	0	1	0	0	0	0	1	0	0	0								0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0		0		0		1		1	1	0	0	0	0	0	0	0	0	0			0		0	0	0	1	0	0	1	0	0	0	1				0	0	1	0			0	0	1	0	1	0	0	1
